equipment_name,cleaned_name,brand_name,product_name,product_category,instrument_type,equipment_urls
Pro Co Fat Rat Selectable Mosfet Clipping and Thick Boost Distortion,Pro Co Fat Rat Selectable Mosfet Clipping and Thick Boost Distortion,,ro Co Fat Rat Selectable Mosfet Clipping and Thick Boost Distortion,,Guitar,/items/pro-co-fat-rat-selectable-mosfet-clipping-and-thick-boost-distortion
Pro Co Rat 2 Distortion/Fuzz/Overdrive,Pro Co Rat 2 Distortion/Fuzz/Overdrive,,ro Co Rat 2 Distortion/Fuzz/Overdrive,,Guitar,/items/pro-co-rat-2-distortion-fuzz-overdrive
Pro Co RAT Distortion Pedal,Pro Co RAT Distortion Pedal,,ro Co RAT Distortion Pedal,,Guitar,/items/pro-co-rat-distortion-pedal
Pro Co Rat Turbo,Pro Co Rat Turbo,,ro Co Rat Turbo,,Guitar,/items/pro-co-rat-turbo
Pro Co TurboRAT Pedal,Pro Co TurboRAT Pedal,,ro Co TurboRAT Pedal,,Guitar,/items/pro-co-turborat-pedal
Pro Tone Bulb Deluxe Misha Mansoor Overdrive,Pro Tone Bulb Deluxe Misha Mansoor Overdrive,,ro Tone Bulb Deluxe Misha Mansoor Overdrive,,Guitar,/items/pro-tone-bulb-deluxe-misha-mansoor-overdrive
Pro Tone Paul Masvidal Signature Chorus,Pro Tone Paul Masvidal Signature Chorus,,ro Tone Paul Masvidal Signature Chorus,,Guitar,/items/pro-tone-paul-masvidal-signature-chorus
ProCo R2DU Rat Rackmount,ProCo R2DU Rat Rackmount,,roCo R2DU Rat Rackmount,,Guitar,/items/proco-r2du-rat-rackmount
ProCo Rat,ProCo Rat,,roCo Rat,,Guitar,/items/proco-rat--3
ProCo The Rat,ProCo The Rat,,roCo The Rat,,Guitar,/items/proco-the-rat
Proton Pedals Mark Holcomb Signature Delay Pedal,Proton Pedals Mark Holcomb Signature Delay Pedal,,roton Pedals Mark Holcomb Signature Delay Pedal,,Guitar,/items/proton-pedals-mark-holcomb-signature-delay-pedal
Protone Dead Horse MKIII Overdrive,Protone Dead Horse MKIII Overdrive,,rotone Dead Horse MKIII Overdrive,,Guitar,/items/protone-dead-horse-mkiii-overdrive
Protone Tosin Abasi Signature Overdrive,Protone Tosin Abasi Signature Overdrive,,rotone Tosin Abasi Signature Overdrive,,Guitar,/items/protone-tosin-abasi-signature-overdrive
Providence Anadime Analog Chorus,Providence Anadime Analog Chorus,,rovidence Anadime Analog Chorus,,Guitar,/items/providence-anadime-analog-chorus
Providence DLY-4 Chrono Delay,Providence DLY-4 Chrono Delay,,rovidence DLY-4 Chrono Delay,,Guitar,/items/providence-dly-4-chrono-delay
Providence Final Booster,Providence Final Booster,,rovidence Final Booster,,Guitar,/items/providence-final-booster
Providence Heat Blaster Distortion,Providence Heat Blaster Distortion,,rovidence Heat Blaster Distortion,,Guitar,/items/providence-heat-blaster-distortion
Providence Stampede DT,Providence Stampede DT,,rovidence Stampede DT,,Guitar,/items/providence-stampede-dt
Prunes & Custard Harmonic Generator-Intermodulator Pedal,Prunes & Custard Harmonic Generator-Intermodulator Pedal,,runes & Custard Harmonic Generator-Intermodulator Pedal,,Guitar,/items/prunes-custard-harmonic-generator-intermodulator-pedal
Quiet Theory Prelude,Quiet Theory Prelude,,uiet Theory Prelude,,Guitar,/items/quiet-theory-prelude
R3D Electronics Goldfinger Fuzz Pedal,R3D Electronics Goldfinger Fuzz Pedal,,3D Electronics Goldfinger Fuzz Pedal,,Guitar,/items/r3d-electronics-goldfinger-fuzz-pedal
R3D Electronics Kentaur Overdrive Pedal,R3D Electronics Kentaur Overdrive Pedal,,3D Electronics Kentaur Overdrive Pedal,,Guitar,/items/r3d-electronics-kentaur-overdrive-pedal
Radial Bones Hollywood Distortion,Radial Bones Hollywood Distortion,,adial Bones Hollywood Distortion,,Guitar,/items/radial-bones-hollywood-distortion
Radial Engineering Bigshot Efx Effects Loop,Radial Engineering Bigshot Efx Effects Loop,,adial Engineering Bigshot Efx Effects Loop,,Guitar,/items/radial-engineering-bigshot-efx-effects-loop
Radial Engineering BigShot PB1 Class-A Power Booster,Radial Engineering BigShot PB1 Class-A Power Booster,,adial Engineering BigShot PB1 Class-A Power Booster,,Guitar,/items/radial-engineering-bigshot-pb1-class-a-power-booster
Radial Engineering BigShotä‹¢ ABY True Bypass Switcher,Radial Engineering BigShotä‹¢ ABY True Bypass Switcher,,adial Engineering BigShotä‹¢ ABY True Bypass Switcher,,Guitar,/items/radial-engineering-bigshot-aby-true-bypass-switcher
Radial Engineering Cab-Bone Speaker Cabinet Switcher,Radial Engineering Cab-Bone Speaker Cabinet Switcher,,adial Engineering Cab-Bone Speaker Cabinet Switcher,,Guitar,/items/radial-engineering-cab-bone-speaker-cabinet-switcher
Radial Engineering JDI MK3 Passive Direct Box,Radial Engineering JDI MK3 Passive Direct Box,,adial Engineering JDI MK3 Passive Direct Box,,Guitar,/items/radial-engineering-jdi-mk3-passive-direct-box
Radial Engineering SW8 Auto-Switcher,Radial Engineering SW8 Auto-Switcher,,adial Engineering SW8 Auto-Switcher,,Guitar,/items/radial-engineering-sw8-auto-switcher
Radial engineering Texas bones,Radial engineering Texas bones,,adial engineering Texas bones,,Guitar,/items/radial-engineering-texas-bones
Radial Engineering Tonebone JX-2 Pro Switchbone,Radial Engineering Tonebone JX-2 Pro Switchbone,,adial Engineering Tonebone JX-2 Pro Switchbone,,Guitar,/items/radial-engineering-tonebone-jx-2-pro-switchbone
Radial Engineering Voco-Loco Effects Switcher,Radial Engineering Voco-Loco Effects Switcher,,adial Engineering Voco-Loco Effects Switcher,,Guitar,/items/radial-engineering-voco-loco-effects-switcher
Radial EXTC-500 Guitar Effects Interface,Radial EXTC-500 Guitar Effects Interface,,adial EXTC-500 Guitar Effects Interface,,Guitar,/items/radial-extc-500-guitar-effects-interface
Radial HotShot DM1,Radial HotShot DM1,,adial HotShot DM1,,Guitar,/items/radial-hotshot-dm1
Radial JDI duplex direct box,Radial JDI duplex direct box,,adial JDI duplex direct box,,Guitar,/items/radial-jdi-duplex-direct-box
Radial Tonebone Classic Tube Distortion Pedal,Radial Tonebone Classic Tube Distortion Pedal,,adial Tonebone Classic Tube Distortion Pedal,,Guitar,/items/radial-tonebone-classic-tube-distortion-pedal
Radial Tonebone Elevator Multi-Level Booster,Radial Tonebone Elevator Multi-Level Booster,,adial Tonebone Elevator Multi-Level Booster,,Guitar,/items/radial-tonebone-elevator-multi-level-booster
Radial Tonebone Headbone VT Amp Head Switcher,Radial Tonebone Headbone VT Amp Head Switcher,,adial Tonebone Headbone VT Amp Head Switcher,,Guitar,/items/radial-tonebone-headbone-vt-amp-head-switcher
Radial Tonebone Hot British,Radial Tonebone Hot British,,adial Tonebone Hot British,,Guitar,/items/radial-tonebone-hot-british
Radial Tonebone London Distortion,Radial Tonebone London Distortion,,adial Tonebone London Distortion,,Guitar,/items/radial-tonebone-london-distortion
Radial Tonebone Loopbone Loop Controller,Radial Tonebone Loopbone Loop Controller,,adial Tonebone Loopbone Loop Controller,,Guitar,/items/radial-tonebone-loopbone-loop-controller
Radial Tonebone Plexitube 12AX7 Tube Distortion Pedal,Radial Tonebone Plexitube 12AX7 Tube Distortion Pedal,,adial Tonebone Plexitube 12AX7 Tube Distortion Pedal,,Guitar,/items/radial-tonebone-plexitube-12ax7-tube-distortion-pedal
Radial Tonebone PZ-Pre Acoustic Pre-Amp,Radial Tonebone PZ-Pre Acoustic Pre-Amp,,adial Tonebone PZ-Pre Acoustic Pre-Amp,,Guitar,/items/radial-tonebone-pz-pre-acoustic-pre-amp
Adial Tonebone PZ-Pre Acoustic Preamp,Radial Tonebone PZ-Pre Acoustic Preamp,,adial Tonebone PZ-Pre Acoustic Preamp,,Guitar,/items/adial-tonebone-pz-pre-acoustic-preamp
Radial Tonebone Trimode Tube Distortion/Overdrive Pedal,Radial Tonebone Trimode Tube Distortion/Overdrive Pedal,,adial Tonebone Trimode Tube Distortion/Overdrive Pedal,,Guitar,/items/radial-tonebone-trimode-tube-distortion-overdrive-pedal
Radial Twin-City Active ABY Amp Switch,Radial Twin-City Active ABY Amp Switch,,adial Twin-City Active ABY Amp Switch,,Guitar,/items/radial-twin-city-active-aby-amp-switch
Rainger FX El Distorto,Rainger FX El Distorto,,ainger FX El Distorto,,Guitar,/items/rainger-fx-el-distorto
Randall Amp Channel And FX Loop Switcher,Randall Amp Channel And FX Loop Switcher,,andall Amp Channel And FX Loop Switcher,,Guitar,/items/randall-amp-channel-and-fx-loop-switcher
rawkworks light overdrive,rawkworks light overdrive,,awkworks light overdrive,,Guitar,/items/rawkworks-light-overdrive
RCA 6L6 Tubes,RCA 6L6 Tubes,,CA 6L6 Tubes,,Guitar,/items/rca-6l6-tubes
Real McCoy Custom RMC3 Wah Pedal,Real McCoy Custom RMC3 Wah Pedal,,eal McCoy Custom RMC3 Wah Pedal,,Guitar,/items/real-mccoy-custom-rmc3-wah-pedal
Real McCoy Custom RMC4 Picture Wah Pedal,Real McCoy Custom RMC4 Picture Wah Pedal,,eal McCoy Custom RMC4 Picture Wah Pedal,,Guitar,/items/real-mccoy-custom-rmc4-picture-wah-pedal
Real McCoy Custom RMC5 Wizard Wah Pedal,Real McCoy Custom RMC5 Wizard Wah Pedal,,eal McCoy Custom RMC5 Wizard Wah Pedal,,Guitar,/items/real-mccoy-custom-rmc5-wizard-wah-pedal
Real McCoy Custom RMC8 Guitar Eqwahlyzer Wah Pedal,Real McCoy Custom RMC8 Guitar Eqwahlyzer Wah Pedal,,eal McCoy Custom RMC8 Guitar Eqwahlyzer Wah Pedal,,Guitar,/items/real-mccoy-custom-rmc8-guitar-eqwahlyzer-wah-pedal
Real Tube Tube Works Overdrive Pedal,Real Tube Tube Works Overdrive Pedal,,eal Tube Tube Works Overdrive Pedal,,Guitar,/items/real-tube-tube-works-overdrive-pedal
Realistic Electronic Reverb,Realistic Electronic Reverb,,ealistic Electronic Reverb,,Guitar,/items/realistic-electronic-reverb
Reaper Pandemonium V2,Reaper Pandemonium V2,,eaper Pandemonium V2,,Guitar,/items/reaper-pandemonium-v2
Red Panda Context,Red Panda Context,,ed Panda Context,,Guitar,/items/red-panda-context
Red Panda Lab Particle Granular Delay/Pitch Shifting Pedal,Red Panda Lab Particle Granular Delay/Pitch Shifting Pedal,,ed Panda Lab Particle Granular Delay/Pitch Shifting Pedal,,Guitar,/items/red-panda-lab-particle-granular-delay-pitch-shifting-pedal
Red Panda Raster,Red Panda Raster,,ed Panda Raster,,Guitar,/items/red-panda-raster
Red Panda Subdivision,Red Panda Subdivision,,ed Panda Subdivision,,Guitar,/items/red-panda-subdivision
Red Witch Deluxe Moon Phaser,Red Witch Deluxe Moon Phaser,,ed Witch Deluxe Moon Phaser,,Guitar,/items/red-witch-deluxe-moon-phaser
Red Witch Empress Chorus,Red Witch Empress Chorus,,ed Witch Empress Chorus,,Guitar,/items/red-witch-empress-chorus
Red Witch Fuzz God II Pedal,Red Witch Fuzz God II Pedal,,ed Witch Fuzz God II Pedal,,Guitar,/items/red-witch-fuzz-god-ii-pedal
Red Witch Medusa Chorus and Tremolo Pedal,Red Witch Medusa Chorus and Tremolo Pedal,,ed Witch Medusa Chorus and Tremolo Pedal,,Guitar,/items/red-witch-medusa-chorus-and-tremolo-pedal
Red Witch Pentavocal Tremolo Pedal,Red Witch Pentavocal Tremolo Pedal,,ed Witch Pentavocal Tremolo Pedal,,Guitar,/items/red-witch-pentavocal-tremolo-pedal
Red Witch Seven Sisters Violet Delay,Red Witch Seven Sisters Violet Delay,,ed Witch Seven Sisters Violet Delay,,Guitar,/items/red-witch-seven-sisters-violet-delay
Red Witch Titan Delay Guitar Effects Pedal,Red Witch Titan Delay Guitar Effects Pedal,,ed Witch Titan Delay Guitar Effects Pedal,,Guitar,/items/red-witch-titan-delay-guitar-effects-pedal
Retro-Sonic Compressor,Retro-Sonic Compressor,,etro-Sonic Compressor,,Guitar,/items/retro-sonic-compressor
Retro-Sonic Stereo Chorus,Retro-Sonic Stereo Chorus,,etro-Sonic Stereo Chorus,,Guitar,/items/retro-sonic-stereo-chorus
Reverse Button,Reverse Button,,everse Button,,Guitar,/items/reverse-button
RimRock Mythical Overdrive,RimRock Mythical Overdrive,,imRock Mythical Overdrive,,Guitar,/items/rimrock-mythical-overdrive
RJM Mastermind GT/22 MIDI Foot Controller,RJM Mastermind GT/22 MIDI Foot Controller,,JM Mastermind GT/22 MIDI Foot Controller,,Guitar,/items/rjm-mastermind-gt-22-midi-foot-controller
RJM MasterMind MIDI Foot Controller,RJM MasterMind MIDI Foot Controller,,JM MasterMind MIDI Foot Controller,,Guitar,/items/rjm-mastermind-midi-foot-controller
RJM Mini Effect Gizmo,RJM Mini Effect Gizmo,,JM Mini Effect Gizmo,,Guitar,/items/rjm-mini-effect-gizmo
RJM Music MasterMind GT-10 Controller,RJM Music MasterMind GT-10 Controller,,JM Music MasterMind GT-10 Controller,,Guitar,/items/rjm-music-mastermind-gt-10-controller
RMC RMC1 Wah Pedal,RMC RMC1 Wah Pedal,,MC RMC1 Wah Pedal,,Guitar,/items/rmc-rmc1-wah-pedal
Road Rage 12-Channel True Bypass Looper,Road Rage 12-Channel True Bypass Looper,,oad Rage 12-Channel True Bypass Looper,,Guitar,/items/road-rage-12-channel-true-bypass-looper
Rockbox Boiling Point Overdrive Pedal,Rockbox Boiling Point Overdrive Pedal,,ockbox Boiling Point Overdrive Pedal,,Guitar,/items/rockbox-boiling-point-overdrive-pedal
Rockett Animal Overdrive,Rockett Animal Overdrive,,ockett Animal Overdrive,,Guitar,/items/rockett-animal-overdrive
Rockett Boing Spring Reverb Guitar Pedal,Rockett Boing Spring Reverb Guitar Pedal,,ockett Boing Spring Reverb Guitar Pedal,,Guitar,/items/rockett-boing-spring-reverb-guitar-pedal
Rockett Chicken Soup OD,Rockett Chicken Soup OD,,ockett Chicken Soup OD,,Guitar,/items/rockett-chicken-soup-od
Rockett Pedals - Allan Holdsworth Signature OD/Boost,Rockett Pedals - Allan Holdsworth Signature OD/Boost,,ockett Pedals - Allan Holdsworth Signature OD/Boost,,Guitar,/items/rockett-pedals-allan-holdsworth-signature-od-boost
Rockett Pedals 10 Ton Hammer Guitar Effects Pedal,Rockett Pedals 10 Ton Hammer Guitar Effects Pedal,,ockett Pedals 10 Ton Hammer Guitar Effects Pedal,,Guitar,/items/rockett-pedals-10-ton-hammer-guitar-effects-pedal
Rockett Pedals Archer,Rockett Pedals Archer,,ockett Pedals Archer,,Guitar,/items/rockett-pedals-archer
Rockett Pedals Flex Drive,Rockett Pedals Flex Drive,,ockett Pedals Flex Drive,,Guitar,/items/rockett-pedals-flex-drive
Rockett Pedals Mark Sampson Hightop EQ/Boost Guitar Effects Pedal,Rockett Pedals Mark Sampson Hightop EQ/Boost Guitar Effects Pedal,,ockett Pedals Mark Sampson Hightop EQ/Boost Guitar Effects Pedal,,Guitar,/items/rockett-pedals-mark-sampson-hightop-eq-boost-guitar-effects-pedal
Rockett Tim Pierce Overdrive & Preamp Pedal,Rockett Tim Pierce Overdrive & Preamp Pedal,,ockett Tim Pierce Overdrive & Preamp Pedal,,Guitar,/items/rockett-tim-pierce-overdrive-preamp-pedal
Rockman Acoustic Guitar Pedal,Rockman Acoustic Guitar Pedal,,ockman Acoustic Guitar Pedal,,Guitar,/items/rockman-acoustic-guitar-pedal
Rocktron All Access LTD Footcontroller,Rocktron All Access LTD Footcontroller,,ocktron All Access LTD Footcontroller,,Guitar,/items/rocktron-all-access-ltd-footcontroller
Rocktron Banshee 2 Talk Box,Rocktron Banshee 2 Talk Box,,ocktron Banshee 2 Talk Box,,Guitar,/items/rocktron-banshee-2-talk-box
Rocktron Banshee Talk Box,Rocktron Banshee Talk Box,,ocktron Banshee Talk Box,,Guitar,/items/rocktron-banshee-talk-box
Rocktron Guitar Silencer,Rocktron Guitar Silencer,,ocktron Guitar Silencer,,Guitar,/items/rocktron-guitar-silencer
Rocktron Hex Volume/Expression Pedal,Rocktron Hex Volume/Expression Pedal,,ocktron Hex Volume/Expression Pedal,,Guitar,/items/rocktron-hex-volume-expression-pedal
Rocktron Hush Noise Gate,Rocktron Hush Noise Gate,,ocktron Hush Noise Gate,,Guitar,/items/rocktron-hush-noise-gate
Rocktron Intelliverb,Rocktron Intelliverb,,ocktron Intelliverb,,Guitar,/items/rocktron-intelliverb
Rocktron Micro Hush Noise Reduction Guitar Effects Pedal,Rocktron Micro Hush Noise Reduction Guitar Effects Pedal,,ocktron Micro Hush Noise Reduction Guitar Effects Pedal,,Guitar,/items/rocktron-micro-hush-noise-reduction-guitar-effects-pedal
Rocktron Midi Mate,Rocktron Midi Mate,,ocktron Midi Mate,,Guitar,/items/rocktron-midi-mate
Rocktron MIDI Xchange Controller,Rocktron MIDI Xchange Controller,,ocktron MIDI Xchange Controller,,Guitar,/items/rocktron-midi-xchange-controller
Rocktron Patchmate Loop 8,Rocktron Patchmate Loop 8,,ocktron Patchmate Loop 8,,Guitar,/items/rocktron-patchmate-loop-8
Rocktron Prophesy,Rocktron Prophesy,,ocktron Prophesy,,Guitar,/items/rocktron-prophesy
Rocktron Rack Tuner,Rocktron Rack Tuner,,ocktron Rack Tuner,,Guitar,/items/rocktron-rack-tuner
Rocktron Surf Tremolo,Rocktron Surf Tremolo,,ocktron Surf Tremolo,,Guitar,/items/rocktron-surf-tremolo
Rocktron Utopia Expression Guitar Effects Pedal,Rocktron Utopia Expression Guitar Effects Pedal,,ocktron Utopia Expression Guitar Effects Pedal,,Guitar,/items/rocktron-utopia-expression-guitar-effects-pedal
Rocktron Utopia G200,Rocktron Utopia G200,,ocktron Utopia G200,,Guitar,/items/rocktron-utopia-g200
Rocktron Utopia G300,Rocktron Utopia G300,,ocktron Utopia G300,,Guitar,/items/rocktron-utopia-g300
Rodenberg GAS 707b LDP Clean Boost Bass Pedal,Rodenberg GAS 707b LDP Clean Boost Bass Pedal,,odenberg GAS 707b LDP Clean Boost Bass Pedal,,Guitar,/items/rodenberg-gas-707b-ldp-clean-boost-bass-pedal
Roger Linn Design AdrenaLinn II,Roger Linn Design AdrenaLinn II,,oger Linn Design AdrenaLinn II,,Guitar,/items/roger-linn-design-adrenalinn-ii
Roger Linn Design AdrenaLinn III Guitar Effects Processor,Roger Linn Design AdrenaLinn III Guitar Effects Processor,,oger Linn Design AdrenaLinn III Guitar Effects Processor,,Guitar,/items/roger-linn-design-adrenalinn-iii-guitar-effects-processor
Roger Mayer Axis Fuzz,Roger Mayer Axis Fuzz,,oger Mayer Axis Fuzz,,Guitar,/items/roger-mayer-axis-fuzz
Roger Mayer Fuzz Box,Roger Mayer Fuzz Box,,oger Mayer Fuzz Box,,Guitar,/items/roger-mayer-fuzz-box
Roger Mayer Octavia,Roger Mayer Octavia,,oger Mayer Octavia,,Guitar,/items/roger-mayer-octavia--2
Roger Mayer Octavia Pedal,Roger Mayer Octavia Pedal,,oger Mayer Octavia Pedal,,Guitar,/items/roger-mayer-octavia-pedal
Roger Mayer RM 58 Limiter,Roger Mayer RM 58 Limiter,,oger Mayer RM 58 Limiter,,Guitar,/items/roger-mayer-rm-58-limiter
Roger Mayer Voodoo Vibe,Roger Mayer Voodoo Vibe,,oger Mayer Voodoo Vibe,,Guitar,/items/roger-mayer-voodoo-vibe
Roger Mayer Voodoo Vibe  Plus Guitar Effects Pedal,Roger Mayer Voodoo Vibe  Plus Guitar Effects Pedal,,oger Mayer Voodoo Vibe  Plus Guitar Effects Pedal,,Guitar,/items/roger-mayer-voodoo-vibe-plus-guitar-effects-pedal
Roger Mayer Voodoo-1,Roger Mayer Voodoo-1,,oger Mayer Voodoo-1,,Guitar,/items/roger-mayer-voodoo-1
Roger Mayer Voodoo-Vibe Jr.,Roger Mayer Voodoo-Vibe Jr.,,oger Mayer Voodoo-Vibe Jr.,,Guitar,/items/roger-mayer-voodoo-vibe-jr
Rogue Analog Delay,Rogue Analog Delay,,ogue Analog Delay,,Guitar,/items/rogue-analog-delay
Rogue Tremolo,Rogue Tremolo,,ogue Tremolo,,Guitar,/items/rogue-tremolo
Roland - GR-20,Roland - GR-20,,oland - GR-20,,Guitar,/items/roland-gr-20
Roland AF-100 BeeBaa Fuzz Pedal,Roland AF-100 BeeBaa Fuzz Pedal,,oland AF-100 BeeBaa Fuzz Pedal,,Guitar,/items/roland-af-100-beebaa-fuzz-pedal
Roland AG-5 Funny Cat,Roland AG-5 Funny Cat,,oland AG-5 Funny Cat,,Guitar,/items/roland-ag-5-funny-cat
Roland Chorus Echo SRE-555,Roland Chorus Echo SRE-555,,oland Chorus Echo SRE-555,,Guitar,/items/roland-chorus-echo-sre-555
Roland DEP-5,Roland DEP-5,,oland DEP-5,,Guitar,/items/roland-dep-5
Roland EV-5 Expression Pedal,Roland EV-5 Expression Pedal,,oland EV-5 Expression Pedal,,Guitar,/items/roland-ev-5-expression-pedal
Roland FC-200 MIDI Foot Controller,Roland FC-200 MIDI Foot Controller,,oland FC-200 MIDI Foot Controller,,Guitar,/items/roland-fc-200-midi-foot-controller
Roland FC-300,Roland FC-300,,oland FC-300,,Guitar,/items/roland-fc-300
Roland FV 2 Volume Pedal,Roland FV 2 Volume Pedal,,oland FV 2 Volume Pedal,,Guitar,/items/roland-fv-2-volume-pedal
Roland GK-3 Divided Guitar MIDI Pickup,Roland GK-3 Divided Guitar MIDI Pickup,,oland GK-3 Divided Guitar MIDI Pickup,,Guitar,/items/roland-gk-3-divided-guitar-midi-pickup
Roland GP-16,Roland GP-16,,oland GP-16,,Guitar,/items/roland-gp-16
Roland GP-8,Roland GP-8,,oland GP-8,,Guitar,/items/roland-gp-8
Roland GR-30,Roland GR-30,,oland GR-30,,Guitar,/items/roland-gr-30
roland gr-30 synth,roland gr-30 synth,,oland gr-30 synth,,Guitar,/items/roland-gr-30-synth
Roland GR-33 Guitar Synthesizer,Roland GR-33 Guitar Synthesizer,,oland GR-33 Guitar Synthesizer,,Guitar,/items/roland-gr-33-guitar-synthesizer
Roland GR-55 Guitar Synthesizer Multi Effects Pedal,Roland GR-55 Guitar Synthesizer Multi Effects Pedal,,oland GR-55 Guitar Synthesizer Multi Effects Pedal,,Guitar,/items/roland-gr-55-guitar-synthesizer-multi-effects-pedal
Roland GR-700 Guitar Synth,Roland GR-700 Guitar Synth,,oland GR-700 Guitar Synth,,Guitar,/items/roland-gr-700-guitar-synth
Roland GR-700 Programmable Analog Guitar Synthesizer,Roland GR-700 Programmable Analog Guitar Synthesizer,,oland GR-700 Programmable Analog Guitar Synthesizer,,Guitar,/items/roland-gr-700-programmable-analog-guitar-synthesizer
Roland Phase Five Phaser Pedal,Roland Phase Five Phaser Pedal,,oland Phase Five Phaser Pedal,,Guitar,/items/roland-phase-five-phaser-pedal
Roland PK5 Dynamic MIDI Pedal,Roland PK5 Dynamic MIDI Pedal,,oland PK5 Dynamic MIDI Pedal,,Guitar,/items/roland-pk5-dynamic-midi-pedal
Roland RE-301 Chorus Echo Analog Tape Delay Effect,Roland RE-301 Chorus Echo Analog Tape Delay Effect,,oland RE-301 Chorus Echo Analog Tape Delay Effect,,Guitar,/items/roland-re-301-chorus-echo-analog-tape-delay-effect
Roland SDD-320 Dimension D,Roland SDD-320 Dimension D,,oland SDD-320 Dimension D,,Guitar,/items/roland-sdd-320-dimension-d
Roland Space Echo RE-301,Roland Space Echo RE-301,,oland Space Echo RE-301,,Guitar,/items/roland-space-echo-re-301
Roland US-20,Roland US-20,,oland US-20,,Guitar,/items/roland-us-20
Roland VG-8 V-Guitar System,Roland VG-8 V-Guitar System,,oland VG-8 V-Guitar System,,Guitar,/items/roland-vg-8-v-guitar-system
Roland VG-88,Roland VG-88,,oland VG-88,,Guitar,/items/roland-vg-88
Roland VG-99 V-Guitar System,Roland VG-99 V-Guitar System,,oland VG-99 V-Guitar System,,Guitar,/items/roland-vg-99-v-guitar-system
Rolls RFX Twin Spin Chorus,Rolls RFX Twin Spin Chorus,,olls RFX Twin Spin Chorus,,Guitar,/items/rolls-rfx-twin-spin-chorus
Root Effects Vintage Drive,Root Effects Vintage Drive,,oot Effects Vintage Drive,,Guitar,/items/root-effects-vintage-drive
Rosac Electronics Nu-Wa Fuzz Pedal,Rosac Electronics Nu-Wa Fuzz Pedal,,osac Electronics Nu-Wa Fuzz Pedal,,Guitar,/items/rosac-electronics-nu-wa-fuzz-pedal
Ross Chorus Pedal,Ross Chorus Pedal,,oss Chorus Pedal,,Guitar,/items/ross-chorus-pedal
Ross Compressor Pedal,Ross Compressor Pedal,,oss Compressor Pedal,,Guitar,/items/ross-compressor-pedal
Ross distortion pedal,Ross distortion pedal,,oss distortion pedal,,Guitar,/items/ross-distortion-pedal
Ross R-40 Direct Box/Noise Gate Pedal,Ross R-40 Direct Box/Noise Gate Pedal,,oss R-40 Direct Box/Noise Gate Pedal,,Guitar,/items/ross-r-40-direct-box-noise-gate-pedal
Rothwell Switchblade Distortion,Rothwell Switchblade Distortion,,othwell Switchblade Distortion,,Guitar,/items/rothwell-switchblade-distortion
Rotosound RFB1 1960's Fuzz Pedal,Rotosound RFB1 1960's Fuzz Pedal,,otosound RFB1 1960's Fuzz Pedal,,Guitar,/items/rotosound-rfb1-1960-s-fuzz-pedal
Rotosound Tonebender MK III,Rotosound Tonebender MK III,,otosound Tonebender MK III,,Guitar,/items/rotosound-tonebender-mk-iii
Sabbadius 80 Overdrive Tone,Sabbadius 80 Overdrive Tone,,abbadius 80 Overdrive Tone,,Guitar,/items/sabbadius-80-overdrive-tone
Sabbadius Funkastic Compressor,Sabbadius Funkastic Compressor,,abbadius Funkastic Compressor,,Guitar,/items/sabbadius-funkastic-compressor
Sabbadius Funky Vibe,Sabbadius Funky Vibe,,abbadius Funky Vibe,,Guitar,/items/sabbadius-funky-vibe
Sabbadius Mr White Booster,Sabbadius Mr White Booster,,abbadius Mr White Booster,,Guitar,/items/sabbadius-mr-white-booster
Salvation Mods Vivider Mu-Tron Octave Divider Clone Pedal,Salvation Mods Vivider Mu-Tron Octave Divider Clone Pedal,,alvation Mods Vivider Mu-Tron Octave Divider Clone Pedal,,Guitar,/items/salvation-mods-vivider-mu-tron-octave-divider-clone-pedal
Sam Ash Fuzzola,Sam Ash Fuzzola,,am Ash Fuzzola,,Guitar,/items/sam-ash-fuzzola
Sam Ash Fuzzz Boxx,Sam Ash Fuzzz Boxx,,am Ash Fuzzz Boxx,,Guitar,/items/sam-ash-fuzzz-boxx
SAMSON S-GATE 4,SAMSON S-GATE 4,,AMSON S-GATE 4,,Guitar,/items/samson-s-gate-4
Sarno Music Solutions Earth Drive,Sarno Music Solutions Earth Drive,,arno Music Solutions Earth Drive,,Guitar,/items/sarno-music-solutions-earth-drive
Satellite Amps Eradicator,Satellite Amps Eradicator,,atellite Amps Eradicator,,Guitar,/items/satellite-amps-eradicator
Saturnworks Volume Pedal - Deluxe,Saturnworks Volume Pedal - Deluxe,,aturnworks Volume Pedal - Deluxe,,Guitar,/items/saturnworks-volume-pedal-deluxe
Schroeder Blister Agent,Schroeder Blister Agent,,chroeder Blister Agent,,Guitar,/items/schroeder-blister-agent
Schulte Compact phaser,Schulte Compact phaser,,chulte Compact phaser,,Guitar,/items/schulte-compact-phaser
Sears Model #1482 Phasing Pedal,Sears Model #1482 Phasing Pedal,,ears Model #1482 Phasing Pedal,,Guitar,/items/sears-model-1482-phasing-pedal
Selah Effects Quartz Timer,Selah Effects Quartz Timer,,elah Effects Quartz Timer,,Guitar,/items/selah-effects-quartz-timer
Selah Effects Scarlett Love OD V2,Selah Effects Scarlett Love OD V2,,elah Effects Scarlett Love OD V2,,Guitar,/items/selah-effects-scarlett-love-od-v2
