user,item,rating
Doyle Bramhall II,Fulltone Mini DejaVibe Stereo Chorus,1
Doyle Bramhall II,Radial Engineering Tonebone JX-2 Pro Switchbone,1
Doyle Bramhall II,Pete Cornish SS-3,1
Doyle Bramhall II,Boss TU-2 Chromatic Tuner,1
Doyle Bramhall II,DLS RotoSIM,1
Doyle Martin,Electro-Harmonix Holy Grail Nano Reverb,1
Doyle Martin,Electro-Harmonix Stereo Memory Man with Hazarai,1
Doyle Martin,Electro-Harmonix Green Russian Big Muff Pi,1
Doyle Wolfgang von Frankenstein,DigiTech Hardwire Series SC-2 Valve Distortion,1
Doyle Wolfgang von Frankenstein,Vox Joe Satriani Time Machine Delay,1
Doyle Wolfgang von Frankenstein,Boss TU-2 Chromatic Tuner,1
Doyle Wolfgang von Frankenstein,TC Electronic Stereo Chorus Flanger,1
Doyle Wolfgang von Frankenstein,Dunlop DC-Brick Multi-Power Supply,1
Doyle Wolfgang von Frankenstein,Boss NS-2 Noise Suppressor,1
Doyle Wolfgang von Frankenstein,Ampeg Sub-Blaster,1
Doyle Wolfgang von Frankenstein,Rocktron Hush Noise Gate,1
Doyle Wolfgang von Frankenstein,Morley Steve Vai Bad Horsie 2 Contour Wah,1
Doyle Wolfgang von Frankenstein,DigiTech Whammy (4th Gen),1
Doyle Wolfgang von Frankenstein,MXR M109 6Band Graphic EQ,1
Dregen,MXR MC401 Boost/Line Driver,1
Dregen,Dunlop GCB95 Cry Baby Wah Wah,1
Dregen,Reaper Pedals Dregain Dregen Signature,1
Drew Brown,JHS Colour Box Preamp,1
Drew Brown,Electro-Harmonix Soul Food Overdrive,1
Drew Brown,Line 6 M13 Stompbox Modeler,1
Drew Shirley,Lovetone Big Cheese,1
Drew Shirley,Matthew's Effects Astronomer Celestial Reverb,1
Drew Shirley,Line 6 DL4 Delay,1
Drew Shirley,JHS Mini Bomb Boost,1
Drew Shirley,Radial Engineering Tonebone JX-2 Pro Switchbone,1
Drew Shirley,Electro-Harmonix Holy Grail Reverb,1
Drew Shirley,JHS Silver Panther Delay,1
Drew Shirley,Walrus Audio Julia Analog Chorus/Vibrato,1
Drew Shirley,Boss TU-2 Chromatic Tuner,1
Drew Shirley,JHS Morning Glory,1
Drew Shirley,JHSs Moonshine Overdrive,1
Drew Shirley,JHS Crayon Overdrive,1
Drew Shirley,"JHS Custom ""Bunrunner"" Fuzz",1
Drew Shirley,Greer Amps Little Sampson,1
Drew Shirley,Ibanez AD9 Analog Delay,1
Drew Shirley,Barber Tone Pump EQ,1
Drew Shirley,JHS SuperBolt V2,1
Drew Shirley,Walrus Audio 385 Overdrive,1
Drew Shirley,Cusack Tremolo AME,1
Drew Shirley,Greer Amps Lightspeed Organic Overdrive,1
Drew Shirley,JHS Mini Foot Fuzz,1
Drew Stewart,Ernie Ball VP JR. Passive Volume,1
Drew Stewart,Boss TU-2 Chromatic Tuner,1
Duane Allman,Dunlop Dallas Arbiter Fuzz Face,1
Duke Robillard,Radial Engineering Tonebone Trimode Tube Distortion/Overdrive,1
Duncan Lloyd,Boss DD-5 Digital Delay,1
Duncan Lloyd,ZVex Super Hard On Boost,1
Duncan Lloyd,Electro-Harmonix Neo Mistress,1
Duncan Lloyd,Electro-Harmonix Small Clone Analog Chorus,1
Duncan Lloyd,Boss TU-2 Chromatic Tuner,1
Duncan Lloyd,Maxon AD-9 Analog Delay Pro,1
Duncan Lloyd,Cruzer by Crafter Analog Delay,1
Duncan Lloyd,Mr. Black Supermoon Chrome Reverb,1
Duncan Lloyd,Electro-Harmonix East River Drive,1
Duncan Lloyd,Boss CE-5 Chorus Ensemble,1
Duncan Lloyd,EarthQuaker Devices Sea Machine V2 Super Chorus,1
Duncan Lloyd,Boss OS-2 Overdrive Distortion,1
Duncan Lloyd,Electro-Harmonix Micro POG,1
Duncan Lloyd,Electro-Harmonix Holy Grail Nano Reverb,1
Dustie Waring,Boss DD-6 Digital Delay,1
Dustie Waring,TC Electronic Polytune Mini,1
Dustie Waring,Boss DD-3 Digital Delay,1
Dustie Waring,Ernie Ball VP JR. Passive Volume,1
Dustie Waring,Boss CS-3 Compression Sustainer,1
Dustie Waring,Mission Engineering EP-1 Expression,1
Dustie Waring,Warehouse Vintage 30,1
Dustie Waring,Boss RV-5 Digital Reverb Effects,1
Dustin Kensrue,Mojo Hand Fx Rook Overdrive,1
Dustin Kensrue,Strymon Mobius Modulation,1
Dustin Kensrue,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Dustin Kensrue,Walrus Audio Bellwether Analog Delay with Tap Tempo,1
Dustin Kensrue,Electro-Harmonix POG2 Polyphonic Octave Generator,1
Dustin Kensrue,Line 6 POD HD500,1
Dustin Kensrue,Walrus Audio Messner Transparent Light-Gain Overdrive,1
Dustin Kensrue,Walrus Audio Janus Tremolo Fuzz Boutique Guitar,1
Dustin Kensrue,Walrus Audio Mayflower Overdrive,1
Dustin Kensrue,Walrus Audio Iron Horse LM308 Distortion,1
Dustin Kensrue,Mojo Hand Fx Rook Kensrue Rook,1
Dustin Kensrue,JHS Muffuletta 6-way Distortion Fuzz,1
Dustin Kensrue,Walrus Audio Harvester Overdrive,1
Dustin Kensrue,JHS Mini Foot Fuzz,1
Dustin Kensrue,Walrus Audio Deep Six Compressor,1
Dustin Kensrue,Walrus Audio Aetos 8-Output Power Supply,1
Dustin Kensrue,Strymon BigSky Multidimensional Reverberator - Reverb,1
Dustin Kensrue,TC Electronic Polytune 2 Tuner,1
Dustin Kensrue,TC Electronic Polytune Noir Mini 2 Tuner,1
Dustin Kensrue,Voodoo Lab HEX Audio Loop Switcher,1
Dustin Kensrue,AMT Electronics Ex-50 Expression,1
Dustin Kensrue,Flannel Custom Fuzz,1
Dustin Kensrue,Electro-Harmonix Superego Synth Engine,1
Dustin Kensrue,Walrus Audio Julia Analog Chorus/Vibrato,1
Dustin Kensrue,Walrus Audio 385 Overdrive,1
Dustin Payseur,Boss CH-1 SUPER Chorus,1
Dustin Payseur,Boss DD-3 Digital Delay,1
Dustin Payseur,Boss Roland RE-20 Space Echo,1
Dustin Payseur,EarthQuaker Devices White Light,1
Dustin Payseur,Boss RV-5 Digital Reverb Effects,1
Dustin Payseur,Fulltone OCD Obsessive Compulsive Drive Overdrive,1
Dusty Redmon,Paul Cochrane Timmy Transparent Overdrive,1
Dusty Redmon,Boss TU-3 Chromatic Tuner,1
Dusty Redmon,Line 6 Pod X3,1
Dweezil Zappa,Jam Pedals Delay Llama+,1
Dweezil Zappa,SolidGold FX Formula 76,1
Dweezil Zappa,Bogner Ecstasy Blue Overdrive/Boost,1
Dweezil Zappa,TC Electronic Polytune Mini,1
Dweezil Zappa,Jam Pedals Red MucK,1
Dweezil Zappa,Jam Pedals Wahcko,1
Dweezil Zappa,Jam Pedals Fuzz Phrase Germanium Fuzz,1
Dweezil Zappa,Jam Pedals TubeDreamer 88,1
Dweezil Zappa,SolidGold FX Electroman Digital Delay,1
Dweezil Zappa,Jam Pedals WaterFall Chorus & Vibrato,1
Dweezil Zappa,JHS SuperBolt,1
Dweezil Zappa,Lexicon MPX G2,1
Dweezil Zappa,Greer Amps TarPit Fuzz,1
Dweezil Zappa,JHS Twin Twelve Overdrive,1
Dweezil Zappa,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Dweezil Zappa,Roger Mayer Octavia,1
Dweezil Zappa,Roland GP-8,1
Dweezil Zappa,Jam Pedals Dyna-ssor Compressor,1
Dweezil Zappa,Jam Pedals Wahcko +,1
Dweezil Zappa,Strymon BigSky Multidimensional Reverberator - Reverb,1
Dweezil Zappa,Jam Pedals The Ripple Phaser,1
Dweezil Zappa,Strymon Mobius Modulation,1
Dweezil Zappa,Greer Amps Lightspeed Organic Overdrive,1
Dweezil Zappa,Jam Pedals Retro Vibe,1
Dweezil Zappa,JHS Pollinator 3-Knob Germanium Fuzz,1
Dylan Carlson,MXR EVH 5150 Overdrive,1
Dylan Carlson,MXR Uni-Vibe,1
Dylan Carlson,TC Electronic Dark Matter Distortion,1
Dylan Carlson,Pro Co The Rat,1
Dylan Carlson,J. Rockett Audio Designs The Dude,1
Dylan Carlson,Pro Co TurboRAT,1
Dylan Carlson,MXR M199 Tap Tempo Switch,1
Dylan Carlson,MXR Custom Comp CSP202,1
Dylan Carlson,MXR Fet Driver,1
Dylan Carlson,Peavey Dirty Dog Distortion,1
Dylan Carlson,Mooer Reecho Digital Delay,1
Dylan Carlson,Korg Pitchblack Chromatic Tuner,1
Dylan Carlson,MXR M102 Dyna Comp Compressor,1
Dylan Carlson,MXR M148 Micro Chorus,1
Dylan Carlson,Catalinbread Formula No. 5,1
Dylan Carlson,Way Huge Electronics Aqua-Puss MkII Analog Delay,1
Dylan Carlson,Dunlop Echoplex Delay EP103,1
Dylan Carlson,Boss BD-2 Blues Driver,1
Dylan LeBlanc,Fulltone OCD Obsessive Compulsive Drive Overdrive,1
Dylan LeBlanc,MXR M102 Dyna Comp Compressor,1
Dylan LeBlanc,MXR Carbon Copy Analog Delay,1
Dylan LeBlanc,ZVex Vexter Box of Rock Distortion,1
Earl Slick,Source Audio Soundblox Multiwave Distortion,1
Earl Slick,Line 6 DL4 Delay,1
Earl Slick,Boss DD-6 Digital Delay,1
Earl Slick,Ibanez Tone-Lok CF7 Chorus Flanger,1
Earl Slick,Ibanez DE7 Stereo Echo/Delay Tone Lok,1
Earl Slick,Fulltone OF-1 Octafuzz,1
Earl Slick,Holy Fire Overdrive Distortion Boost 48V Classic Edition,1
East Bay Ray,Maestro Echoplex,1
East Bay Ray,Line 6 DL4 Delay,1
East Bay Ray,Boss CS-1 Compression Sustainer,1
Ed O'Brien,Electro-Harmonix Deluxe Memory Man (Classic Chassis) Analog Delay/Chorus/Vibrato,1
Ed O'Brien,Boss FV-500L Volume - Low Impedance,1
Ed O'Brien,Eventide H9 Harmonizer Multi-Effects,1
Ed O'Brien,MXR Flanger,1
Ed O'Brien,TC Electronic PolyTune Polyphonic Tuner,1
Ed O'Brien,DigiTech Whammy (5th Gen),1
Ed O'Brien,Mooer ElecLady,1
Ed O'Brien,Korg SDD-3000,1
Ed O'Brien,Pigtronix Infinity Looper,1
Ed O'Brien,Korg Pitchblack Chromatic Tuner,1
Ed O'Brien,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Ed O'Brien,Fulltone Clyde Deluxe Wah,1
Ed O'Brien,Klon Centaur Professional Overdrive Guitar,1
Ed O'Brien,Electro-Harmonix Hog Guitar Synthesizer,1
Ed O'Brien,Electro-Harmonix Stereo Memory Man with Hazarai,1
Ed O'Brien,Carl Martin AC-Tone,1
Ed O'Brien,Electro-Harmonix HOG Foot Controller,1
Ed O'Brien,Lovetone Big Cheese,1
Ed O'Brien,Diamond Opto-Compressor,1
Ed O'Brien,Diamond Tremolo TRM-1,1
Ed O'Brien,DigiTech Whammy (4th Gen),1
Ed O'Brien,Diamond Memory Lane 2,1
Ed O'Brien,Line 6 DL4 Delay,1
Ed O'Brien,Dinosaural OTC-201 Opti Compressor,1
Ed Sheeran,Roland FC-300,1
Ed Sheeran,Boss TU-3 Chromatic Tuner,1
Ed Sheeran,Radial Engineering SW8 Auto-Switcher,1
Ed Sheeran,Boss RC-30 Loop Station,1
Ed Sheeran,Boss RC-20XL Loop Station,1
Eddie Clarke,Mad Professor Deep Blue Delay,1
Eddie Clarke,Boss BF-2 Flanger,1
Eddie Clarke,Boss OD-1 Overdrive,1
Eddie Van Halen,MXR EVH 5150 Overdrive,1
Eddie Van Halen,MXR EVH 35th Anniversary Phase 90,1
Eddie Van Halen,MXR EVH90 Phase 90,1
Eddie Van Halen,MXR EVH-117 Eddie Van Halen Flanger,1
Eddie Van Halen,MXR EVH-117 EVH 35th Anniversary Flanger,1
Eddie Van Halen,MXR M234 Analog Chorus,1
Eddie Van Halen,Dunlop EVH 95 Signature Wah,1
Eddie Van Halen,Whirlwind Selector A/B Box,1
Eddie Van Halen,Boss OC-3 SUPER Octave,1
Eddie Van Halen,Dunlop GCB95 Cry Baby Wah Wah,1
Eddie Van Halen,DigiTech Whammy Pitch-Shifting,1
Eddie Van Halen,Electro-Harmonix Micro Synthesizer,1
Eddie Van Halen,Dunlop EVH 35th Anniversary Wah,1
Eddie Van Halen,Maestro Echoplex,1
Eddie Van Halen,Boss CE-5 Chorus Ensemble,1
Eddie Van Halen,G-Lab PB1 9V Power Box,1
Eddie Van Halen,MXR Smart Gate Noise Gate,1
Eddie Vedder,Line 6 DL4 Delay,1
Eddie Vedder,Ibanez TS9 Tube Screamer,1
Eddie Vedder,Boss RC-50 Loop Station Looper,1
Eddie Vedder,MXR Distortion+ M104,1
Eddie Vedder,MXR Carbon Copy Analog Delay,1
Edu Ardanuy,Fire Custom Shop Edu Ardanuy Signature Burn It,1
Edu Ardanuy,Zoom G2E Edu Ardanuy Signature,1
Edu Ardanuy,TC Electronic Flashback Delay,1
Eduardo Alquinta,Electro-Harmonix Electric Mistress Flanger/Filter Matrix,1
Eduardo Alquinta,Ernie Ball 6166 Mono Volume,1
Eghost Jett,Boss ME-25 Guitar Multi-Effects,1
Eivind Aarset,Eventide H9 Harmonizer Multi-Effects,1
Eivind Aarset,Dunlop CBM95 Cry Baby Mini Wah,1
Eivind Aarset,Roland EV-5 Expression,1
Eivind Aarset,Electro-Harmonix Micro Synthesizer,1
Eivind Aarset,Electro-Harmonix Superego Synth Engine,1
Eivind Aarset,Pro Co RAT Distortion,1
Eivind Aarset,Empress Distortion,1
Eivind Aarset,Boss DD-5 Digital Delay,1
Eivind Aarset,Eventide H9 Max Harmonizer,1
Eivind Aarset,ZVex Fuzz Factory,1
Eivind Aarset,Prescription Electronics Experience Octave Swell Fuzz Effects,1
Eivind Aarset,Lehle D.Loop SGoS,1
Eivind Aarset,Jen Double Sound Fuzz Wah,1
Eivind Aarset,Jam Pedals The Big Chill,1
Eivind Aarset,Line 6 DL4 Delay,1
Eivind Aarset,Eventide PitchFactor Harmonizer,1
Eivind Aarset,Jam Pedals WaterFall Chorus & Vibrato,1
Eivind Aarset,Boss OD-2R Turbo Overdrive,1
Eivind Aarset,Jam Pedals DanComp Compressor,1
El Hefe,MXR M159 Stereo Tremolo Pan,1
El Hefe,Dunlop JC95 Jerry Cantrell Signature Wah,1
El Hefe,MXR EVH-117 Eddie Van Halen Flanger,1
El Hefe,MXR EVH90 Phase 90,1
El Hefe,Line 6 MM4 Modulation,1
Elena Tonra,TC Electronic Hall Of Fame Reverb,1
Elena Tonra,MXR Carbon Copy Analog Delay,1
Elena Tonra,Electro-Harmonix Micro POG,1
Eli Maiman,Strymon Mobius Modulation,1
Eli Maiman,Diamond Opto-Compressor,1
Eli Maiman,TC Electronic Hall Of Fame Reverb,1
Eli Maiman,Boss NS-2 Noise Suppressor,1
Eli Maiman,Himmelstrutz Fetto Standard,1
Eli Maiman,TC Electronic Polytune Mini,1
Eli Maiman,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Eli Maiman,JHS Colour Box Preamp,1
Eli Maiman,Strymon BigSky Multidimensional Reverberator - Reverb,1
Ellie Rowsell,Electro-Harmonix Big Muff Pi,1
Ellie Rowsell,Boss RV-5 Digital Reverb Effects,1
Ellie Rowsell,Fulltone OCD Obsessive Compulsive Drive Overdrive,1
Ellie Rowsell,Ibanez TS9 Tube Screamer,1
Ellie Rowsell,Pro Co Rat 2 Distortion/Fuzz/Overdrive,1
Ellie Rowsell,MXR M234 Analog Chorus,1
Ellie Rowsell,MXR M134 Stereo Chorus,1
Ellie Rowsell,Boss TU-3 Chromatic Tuner,1
Ellie Rowsell,Boss DD-7 Digital Delay,1
Ellie Rowsell,Line 6 DL4 Delay,1
Elliot Easton,BBE Mind Bender Vibrato/Chorus Effects,1
Elliot Easton,MXR Smart Gate Noise Gate,1
Elliot Easton,Visual Sound V2AF Angry Fuzz Octave,1
Elliot Easton,Aphex Punch Factory Optical Compressor,1
Elliot Easton,Dunlop Cry Baby Wah,1
Elliot Easton,Line 6 FM4 Filter Modeler,1
Elliot Easton,Boss PS-6 Harmonist Pitch Shifter,1
Elliot Easton,BBE Soul Vibe,1
Elliot Easton,Line 6 ToneCore Verbzilla,1
Elliot Easton,TC Electronic Stereo Chorus Flanger,1
Elliot Easton,Line 6 Tonecore Tap Tremolo,1
Elliot Easton,Line 6 DL4 Delay,1
Elliot Easton,Hermida Audio Zendrive Overdrive Effects,1
Elliot Easton,Dunlop DVP1 Volume,1
Elliot Easton,MXR Carbon Copy Analog Delay,1
Elliot Easton,ISP Technologies Decimator II Noise Reduction,1
Elliot Easton,Janglebox Compression/Sustain (Silver),1
Elliot Easton,Tech 21 ROTO Roto Choir Guitar Chorus Effect,1
Elliot Easton,Line 6 ToneCore Echo Park Delay,1
Elliot Easton,Line 6 Roto-Machine,1
Elliot Easton,Voodoo Lab Power 2 Plus,1
Elliot Easton,Maxon AD-9 Analog Delay Pro,1
Elliot Easton,TC Electronic PolyTune Polyphonic Tuner,1
Elliot Easton,Dunlop TS-1 Tremolo Stereo Pan,1
Elliot Easton,Maxon OD-9 Overdrive,1
Elliot Easton,MI Audio Crunch Box,1
Elliott Gruenberg,Boss DD-20 Giga Delay Digital Delay,1
Elliott Gruenberg,Maxon OD808 Overdrive,1
Elliott Gruenberg,Boss TU-3 Chromatic Tuner,1
Elliott Gruenberg,Electro-Harmonix Cathedral Stereo Reverb,1
Elliott Gruenberg,Boss GE-7 Equalizer,1
Elliott Gruenberg,Boss NS-2 Noise Suppressor,1
Elliott Gruenberg,Strymon BigSky Multidimensional Reverberator - Reverb,1
Elliott Gruenberg,DigiTech Drop Polyphonic Drop Tune,1
Elliott Gruenberg,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Elliott Smith,Line 6 DL4 Delay,1
Elliott Smith,Buddha Phatman Zen,1
Elvis Costello,Ernie Ball VP JR. Passive Volume,1
Elvis Costello,Way Huge Electronics Green Rhino MkII Overdrive,1
Elvis Kuehn,Death by Audio Fuzz War,1
Emil Werstler,Dunlop KH95 Kirk Hammett Signature Cry Baby Wah,1
Emil Werstler,DigiTech Whammy (4th Gen),1
Emil Werstler,Voodoo Lab GCX Guitar Audio Switcher,1
Emil Werstler,Boss NS-2 Noise Suppressor,1
Emil Werstler,Xotic Effects AC Plus 2-channel Boost/Overdrive with Compressor and EQ,1
Emil Werstler,Xotic Effects AC Booster Overdrive,1
Emily Kokal,Boss RV-5 Digital Reverb Effects,1
Emily Kokal,Electro-Harmonix Holy Grail Reverb,1
Emily Kokal,MXR M102 Dyna Comp Compressor,1
Emily Kokal,Line 6 DL4 Delay,1
Emily Kokal,Electro-Harmonix Big Muff Pi,1
Emily Kokal,MXR M107 Phase 100 Effects,1
Emily Kokal,Boss DS-1 Distortion,1
Emily Kokal,Boss VB-2 Vibrato Guitar Effect,1
Emily Kokal,Electro-Harmonix XO Stereo Clone Theory Analog Chorus / Vibrato,1
Emily Kokal,DigiTech Hardwire DL8,1
Emily Kokal,Boss BF-2 Flanger,1
Emily Kokal,Korg Pitchblack Chromatic Tuner,1
Emily Kokal,MXR Carbon Copy Analog Delay,1
Emily Kokal,Electro-Harmonix Vintage Polychorus,1
Emily Kokal,Boss NS-2 Noise Suppressor,1
Emily Kokal,Line 6 ToneCore Echo Park Delay,1
Emily Kokal,Boss TU-2 Chromatic Tuner,1
Emily Kokal,Ibanez TS808DX Tube Screamer w/Booster,1
Emily Kokal,TC Electronic Corona Chorus,1
Emily Kokal,Electro-Harmonix Neo Clone Analog Chorus,1
Emily Kokal,Strymon El Capistan dTape Echo Delay,1
Emily Kokal,Boss RC-3 Loop Station,1
Emily Kokal,Line 6 ToneCore Verbzilla,1
Emily Kokal,Electro-Harmonix Little Big Muff Pi,1
Emily Kokal,MXR M101 Phase 90,1
Emily Kokal,Electro-Harmonix Small Clone Analog Chorus,1
Emily Kokal,Boss RC-2 Loop Station,1
Emma Ruth Rundle,Electro-Harmonix Stereo Memory Man with Hazarai,1
Emma Ruth Rundle,Ernie Ball Volume,1
Emma Ruth Rundle,Boss RV-5 Digital Reverb Effects,1
Emma Ruth Rundle,Boss DD-6 Digital Delay,1
Emma Ruth Rundle,Fulltone Full-Drive2 Mosfet,1
Emma Ruth Rundle,Fulltone Fulldrive 2,1
Emma Ruth Rundle,EarthQuaker Devices Disaster Transport Sr.,1
Endika Parra,Fulltone OCD Obsessive Compulsive Drive Overdrive,1
Eoin Loveless,Walrus Audio Jupiter Fuzz,1
Eoin Loveless,Electro-Harmonix Stereo Polychorus,1
Eoin Loveless,Ibanez TS9 Tube Screamer,1
Eoin Loveless,Fulltone OCD Obsessive Compulsive Drive Overdrive,1
Eric Bell,Watkins Copicat,1
Eric Bell,Colorsound Tonebender,1
Eric Clapton,Boss DD-2 Digital Delay,1
Eric Clapton,Vox V847A Wah-Wah,1
Eric Clapton,Boss FS-5U Nonlatching Footswitch,1
Eric Clapton,Boss TR-2 Tremolo,1
Eric Clapton,Dunlop GCB95 Cry Baby Wah Wah,1
Eric Clapton,Dunlop 535Q Cry Baby Multi-Wah,1
Eric Clapton,Boss CE-2 Chorus Guitar Effect,1
Eric Gales,Korg Pitchblack Poly Polyphonic Tuner PB03,1
Eric Gales,Dunlop JHOC1 Jimi Hendrix Octavio,1
Eric Gales,MXR MC404 CAE Wah,1
Eric Gales,E.W.S. Brute Drive,1
Eric Gales,Dunlop JC95 Jerry Cantrell Signature Wah,1
Eric Gales,Dunlop DC-Brick Multi-Power Supply,1
Eric Gales,MXR M75 Super Badass Distortion,1
Eric Gales,Tech 21 Boost DLA,1
Eric Gales,Dunlop Uni-Vibe Stereo Chorus,1
Eric Gales,MXR ZW38 Black Label Chorus,1
Eric Gales,TC Electronic ND-1 Nova Delay,1
Eric Gales,Mojo Hand Fx colossus,1
Eric Gales,MXR EVH-117 EVH 35th Anniversary Flanger,1
Eric Johnson,Fulltone FatBoost 3 FB-3,1
Eric Johnson,Fulltone Choralflange,1
Eric Johnson,TC Electronic Stereo Chorus Flanger,1
Eric Johnson,Electro-Harmonix Deluxe Memory Man,1
Eric Johnson,Fulltone Mini DejaVibe,1
Eric Johnson,Vox V845 Wah-Wah,1
Eric Johnson,Dunlop Eric Johnson Signature Fuzz Face,1
Eric Johnson,Maestro Echoplex,1
Eric Johnson,MXR M87 Bass Compressor Bass Effects,1
Eric Johnson,BK Butler Tube Driver,1
Eric Johnson,Fulltone 69 MKII Fuzz,1
Eric Johnson,Boss DD-2 Digital Delay,1
Eric Johnson,Prescription Electronics Experience Octave Swell Fuzz Effects,1
Eric Johnson,Fulltone Soul-Bender Fuzz,1
Eric Johnson,Electro-Harmonix Deluxe Memory Man (Classic Chassis) Analog Delay/Chorus/Vibrato,1
Eric Johnson,Ibanez TS9 Tube Screamer,1
Eric Johnson,Dunlop GCB95 Cry Baby Wah Wah,1
Eric Johnson,MXR M102 Dyna Comp Compressor,1
Eric Johnson,Fulltone OCD Obsessive Compulsive Drive Overdrive,1
Eric Johnson,Radial Engineering Tonebone Classic Tube Distortion,1
Eric Johnson,Toad Works Barracuda Flanger,1
Eric Krasno,Electro-Harmonix Holy Grail Nano Reverb,1
Eric Krasno,Boss TU-2 Chromatic Tuner,1
Eric Krasno,Pigtronix EP2 Envelope and Rotary Phaser,1
Eric Krasno,Pigtronix Class A Boost,1
Eric Krasno,Ibanez TS9 Tube Screamer,1
Eric Krasno,T-Rex Engineering Replica Delay/Echo,1
Eric Krasno,Boss OC-2 Octave,1
Eric Krasno,Xotic Effects RC Booster Clean Boost,1
Eric Krasno,Boss PH-3 Phase Shifter,1
Eric Krasno,Boss TR-2 Tremolo,1
Eric Krasno,Pigtronix Echolution Multi-Tap Delay,1
Eric Krasno,Vox Wah,1
Eric Krasno,Ernie Ball Volume,1
Eric Krasno,Maxon OD-9 Overdrive,1
Eric Krasno,Maxon Ph 350 Rotary Phaser,1
Eric Krasno,MXR M300 Reverb,1
Eric Lambert,DigiTech Drop Polyphonic Drop Tune,1
Eric Lambert,Strymon BigSky Multidimensional Reverberator - Reverb,1
Eric Lambert,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Eric Lambert,TC Electronic ND-1 Nova Delay,1
Eric Lambert,Boss GE-7 Equalizer,1
Eric Lambert,Electro-Harmonix Holy Grail Nano Reverb,1
Eric Lambert,Mesa Boogie Grid Slammer Overdrive,1
Eric Lambert,MXR Carbon Copy Analog Delay,1
Eric Lambert,Boss NS-2 Noise Suppressor,1
Eric Lambert,Maxon OD808 Overdrive,1
Eric Lambert,Boss TU-3 Chromatic Tuner,1
Eric Lambert,Electro-Harmonix Micro POG,1
Eric Mardis,Strymon El Capistan dTape Echo Delay,1
Eric Mardis,Boss TU-3 Chromatic Tuner,1
Eric Mardis,Morley Maverick Mini Switchless Wah,1
Eric Mardis,Strymon Lex Rotary Rotating Speaker Effects,1
Eric Mardis,Xotic Effects Custom Shop SXB-1 Stereo X-Blender,1
Eric Mardis,Boss DD-7 Digital Delay,1
Eric Mardis,Xotic Effects EP Booster,1
Eric Mardis,Boss HR-2 Harmonist Guitar Effect,1
Eric Mardis,Xotic Effects SP Compressor,1
Eric Melvin,Dunlop GCB95 Cry Baby Wah Wah,1
Erick Hansel,Electro-Harmonix Stereo Memory Man,1
Erik Rutan,Maxon OD808 Overdrive,1
Erik Rutan,Maxon OD808X Extreme Overdrive,1
Erin Burke-Moran,TC Electronic PolyTune 2 Mini,1
Erin Burke-Moran,Electro-Harmonix Cathedral Stereo Reverb,1
Erin Burke-Moran,Strymon Mobius Modulation,1
Erin Burke-Moran,SubDecay Prometheus Dlx,1
Erin Burke-Moran,Boss DD-20 Giga Delay Digital Delay,1
Erin Burke-Moran,Toneczar Vault Fuzz,1
Erin Burke-Moran,Strymon El Capistan dTape Echo Delay,1
Erin Burke-Moran,Strymon Flint Tremolo & Reverb,1
Erin Burke-Moran,Strymon BlueSky Reverberator,1
Erin Burke-Moran,Strymon TimeLine - Multidimensional Delay Effects - Delay,1
Erin Burke-Moran,Ernie Ball VP JR. Passive Volume,1
Erin Burke-Moran,Pigtronix Infinity Looper,1
Erin Burke-Moran,Roland EV-5 Expression,1
Erin Burke-Moran,Pigtronix Infinity Looper Remote Switch,1
Erin Burke-Moran,SubDecay Variac Overdrive,1
Erin Burke-Moran,Strymon MultiSwitch,1
Erin Burke-Moran,Sonic Research ST-200 Strobe Tuner,1
Erin Burke-Moran,Boss FS-5U Nonlatching Footswitch,1
Erin Burke-Moran,Ibanez TS9DX Turbo Tube Screamer,1
Erin Burke-Moran,Tech 21 SansAmp GT2 Tube Amp Emulator,1
Ernie Isley,Whirlwind Selector A/B Box,1
Ernie Isley,Voodoo Lab Proctavia,1
Ernie Isley,Boss BF-2 Flanger,1
Ernie Isley,Dunlop Cry Baby Wah,1
Ernie Isley,Maestro PS-1A Phase Shifter,1
Ernie Isley,Dunlop GCB95 Cry Baby Wah Wah,1
Ernie Isley,Electro-Harmonix Big Muff Pi,1
Ernie Isley,Roger Mayer Octavia,1
Ernie Isley,Dunlop JD-4S Rotovibe,1
Esteban Caceres,Ibanez Jemini Distortion,1
Esteban Serniotti,Wampler Ego Compressor,1
Esteban Serniotti,Morley ABY Footswitch,1
Esteban Serniotti,Wampler Faux Analog Echo Delay,1
Esteban Serniotti,Cluster Mask-5,1
Esteban Serniotti,Cluster Tsunami-9,1
Esteban Serniotti,DigiTech WH1 Whammy,1
Esteban Serniotti,Visual Sound H2O Chorus & Echo,1
Esteban Serniotti,Xotic Effects Tri-Logic Bass Preamp,1
Esteban Serniotti,Xotic Effects BB Preamp,1
Esteban Serniotti,Electro-Harmonix Deluxe Memory Man (Classic Chassis) Analog Delay/Chorus/Vibrato,1
Esteban Serniotti,Pigtronix Echolution Multi-Tap Delay,1
Esteban Serniotti,Marshall The Guv'nor Mk1 Overdrive,1
